query_id	doc_id	score
q0	330	1
q4	1917	1
q5	1321	1
q5	1323	1
q6	1254	1
q6	1320	1
q6	1365	1
q6	1366	1
q7	1792	1
q8	1925	1
q10	1888	1
q11	1792	1
q12	1238	1
q12	1338	1
q12	1244	1
q12	1245	1
q13	1865	1
q14	1365	1
q15	531	1
q15	1338	1
q16	330	1
q16	345	1
q17	1365	1
q17	1946	1
q17	1963	1
q17	1967	1
q18	1888	1
q21	1792	1
q22	1792	1
q23	1365	1
q25	1963	1
q25	1964	1
q26	833	1
q26	1313	1
q26	1338	1
q28	1338	1
q28	1365	1
q29	1792	1
q30	1365	1
q31	330	1
q32	1870	1
q33	1365	1
q35	345	1
q36	1685	1
q37	1888	1
q37	1868	1
q38	1888	1
q38	1868	1
q39	1792	1
q40	1320	1
q40	1865	1
q41	1685	1
q41	1868	1
q41	1888	1
q42	1313	1
q42	1320	1
q42	1338	1
q42	1865	1
q42	1870	1
q42	1888	1
q43	1365	1
q44	1908	1
q45	11	1
q46	1908	1
q48	1685	1
q48	1868	1
q49	1653	1
q50	1917	1
q50	1792	1
q51	1868	1
q51	1871	1
q51	1874	1
q51	1878	1
q51	1888	1
q54	1908	1
q55	1908	1
q56	1685	1
q56	1868	1
q56	1888	1
q58	1908	1
q59	1365	1
q60	1234	1
q61	1320	1
q62	1365	1
q62	1367	1
q63	1888	1
q63	1685	1
q64	102	1
q64	103	1
q65	463	1
q66	1908	1
q67	1908	1
q69	570	1
q75	1685	1
q75	1868	1
q75	1888	1
q76	1234	1
q76	1243	1
q76	1338	1
q76	1352	1
q76	1865	1
q76	1866	1
q78	1888	1
q78	1868	1
q80	433	1
q80	436	1
q81	1131	1
q82	299	1
q82	330	1
q82	345	1
q82	353	1
q83	1685	1
q83	1868	1
q84	434	1
q85	1870	1
q86	1685	1
q87	1685	1
q87	1868	1
q87	1888	1
q88	1908	1
q90	330	1
q90	345	1
q92	433	1
q92	434	1
q92	436	1
q93	1908	1
q94	330	1
q94	345	1
q95	1908	1
q96	1320	1
q96	1348	1
q97	1685	1
q97	1868	1
q97	1888	1
q98	1320	1
q98	1338	1
q99	1685	1
q99	1868	1
q99	1888	1
q100	1917	1
q103	1685	1
q103	1888	1
q105	1685	1
q105	1868	1
q105	1888	1
q106	433	1
q106	434	1
q106	436	1
q106	451	1
q107	1655	1
q109	1685	1
q109	1888	1
q110	1685	1
q110	1868	1
q110	1888	1
q111	1868	1
q112	1320	1
q114	1685	1
q114	1868	1
q114	1888	1
q117	1320	1
q117	1330	1
q117	1337	1
q117	1338	1
q117	1868	1
q117	1871	1
q117	1874	1
q117	1878	1
q117	1888	1
q118	570	1
q120	1866	1
q122	330	1
q122	345	1
q123	1178	1
q123	1211	1
q123	1237	1
q123	1243	1
q123	1244	1
q123	1245	1
q123	1444	1
q124	1365	1
q128	1365	1
q128	1379	1
q129	1365	1
q132	1365	1
q133	1917	1
q134	1133	1
q134	1199	1
q134	1236	1
q134	1239	1
q134	1243	1
q134	1246	1
q134	1365	1
q134	1767	1
q134	1865	1
q139	1365	1
q139	1366	1
q140	1365	1
q141	1917	1
q142	1888	1
q143	1100	1
q143	1131	1
q147	841	1
q147	842	1
q148	875	1
q148	1365	1
q149	1365	1
q149	1366	1
q150	1365	1
q150	1372	1
q153	1457	1
q153	1459	1
q153	1519	1
q154	1338	1
q154	1458	1
q156	1320	1
q156	1340	1
q156	1365	1
q156	1388	1
q156	1430	1
q157	1335	1
q157	1337	1
q157	1365	1
q158	832	1
q158	1365	1
q158	1967	1
q159	1320	1
q160	1338	1
q160	1243	1
q161	1365	1
q162	1365	1
q162	1366	1
q162	1868	1
q162	1870	1
q162	1917	1
q162	1925	1
q164	1870	1
q164	1888	1
q165	1909	1
q165	1911	1
q167	1320	1
q167	1338	1
q167	1365	1
q168	1365	1
q169	1365	1
q171	1365	1
q171	1857	1
q171	1865	1
q171	1869	1
q171	1870	1
q172	529	1
q172	1955	1
q172	1967	1
q173	1320	1
q173	1792	1
q175	1365	1
q176	1320	1
q178	1320	1
q178	1338	1
q178	1239	1
q179	1365	1
q181	1365	1
q182	1335	1
q182	1337	1
q182	1865	1
q183	1365	1
q184	1320	1
q184	1365	1
q184	1865	1
q185	1365	1
q186	1317	1
q186	1320	1
q187	1365	1
q188	1457	1
q189	1365	1
q189	1917	1
q190	1155	1
q191	1320	1
q191	1338	1
q191	1870	1
q192	1338	1
q192	1340	1
q192	1342	1
q192	1349	1
q192	1365	1
q195	1865	1
q195	1870	1
q195	1967	1
q196	1685	1
q197	1685	1
q200	1685	1
q201	1685	1
q202	1685	1
q203	1457	1
q203	1458	1
q204	1685	1
q205	1685	1
q206	1685	1
q208	1685	1
q209	1908	1
q210	1908	1
q211	1908	1
q212	1908	1
q213	1908	1
q214	1908	1
q216	1908	1
q217	1908	1
q218	1908	1
q219	163	1
q219	1905	1
q219	1909	1
q219	1922	1
q220	208	1
q221	1908	1
q222	1908	1
q223	1908	1
q225	1868	1
q225	1870	1
q226	1814	1
q226	1905	1
q226	1907	1
q227	1908	1
q228	1908	1
q229	1908	1
q230	1908	1
q231	1908	1
q232	1908	1
q234	1874	1
q235	170	1
q235	171	1
q235	172	1
q236	1908	1
q237	1908	1
q238	1908	1
q239	1908	1
q240	1908	1
q241	1868	1
q241	1870	1
q241	1908	1
q242	1685	1
q242	1868	1
q242	1888	1
q245	1320	1
q245	1338	1
q245	1876	1
q245	1908	1
q246	1338	1
q247	1335	1
q247	1336	1
q247	1337	1
q247	1859	1
q247	1860	1
q247	1861	1
q247	1888	1
q248	1888	1
q248	1868	1
q249	1908	1
q250	1685	1
q250	1868	1
q250	1888	1
q251	1888	1
q251	1868	1
q252	1685	1
q252	1868	1
q252	1888	1
q253	1685	1
q253	1868	1
q253	1888	1
q254	1685	1
q254	1868	1
q254	1888	1
q255	1868	1
q256	1888	1
q256	1868	1
q257	1685	1
q257	1868	1
q257	1888	1
q259	1685	1
q260	1685	1
q260	1868	1
q260	1888	1
q261	1685	1
q261	1868	1
q261	1888	1
q262	1685	1
q262	1868	1
q263	1685	1
q263	1868	1
q264	1908	1
q265	1685	1
q266	1908	1
q267	1908	1
q268	1685	1
q268	1868	1
q268	1888	1
q269	1685	1
q269	1888	1
q270	1908	1
q271	1908	1
q272	1868	1
q272	1888	1
q273	1685	1
q273	1905	1
q274	1908	1
q275	1908	1
q276	1908	1
q277	1908	1
q278	1908	1
q279	1908	1
q280	1868	1
q280	1870	1
q280	1908	1
q281	1908	1
q282	1908	1
q283	1908	1
q284	1908	1
q286	1908	1
q287	1868	1
q287	1870	1
q288	1908	1
q289	1908	1
q290	1908	1
q291	1236	1
q294	1365	1
q296	1313	1
q296	1320	1
q296	1330	1
q297	1908	1
q299	1685	1
q299	1868	1
q299	1888	1
q300	1685	1
q300	1868	1
q300	1888	1
q301	1685	1
q301	1868	1
q302	1908	1
q303	1685	1
q303	1868	1
q303	1888	1
q304	1888	1
q305	1685	1
q305	1868	1
q305	1888	1
q306	1685	1
q306	1868	1
q306	1888	1
q307	1685	1
q307	1868	1
q307	1888	1
q309	1685	1
q311	1888	1
q313	1365	1
q315	1685	1
q316	1870	1
q316	1908	1
q318	1911	1
q319	1870	1
q319	1888	1
q320	1865	1
q321	1865	1
q322	1685	1
q323	1685	1
q324	1685	1
q325	1685	1
q325	1870	1
q326	1685	1
q326	1870	1
q327	1870	1
q328	1870	1
q329	1685	1
q330	1685	1
q330	1870	1
q331	1685	1
q331	1870	1
q332	1685	1
q333	1685	1
q333	1870	1
q334	1685	1
q334	1870	1
q335	1685	1
q336	1685	1
q337	1685	1
q338	1792	1
q338	1888	1
q339	1792	1
q339	1795	1
q339	1888	1
q340	1792	1
q340	1888	1
q341	1870	1
q342	1792	1
q342	1888	1
q343	1792	1
q343	1888	1
q344	1870	1
q345	1870	1
q346	1870	1
q347	1685	1
q348	165	1
q348	1870	1
q349	1870	1
q350	1685	1
q351	1685	1
q352	1685	1
q352	1870	1
q353	1685	1
q353	1908	1
q354	1868	1
q355	1685	1
q356	1685	1
q356	1870	1
q357	1980	1
q358	1870	1
q359	1911	1
q360	1792	1
q361	100	1
q361	1888	1
q362	100	1
q362	1888	1
q363	1888	1
q364	116	1
q365	1685	1
q365	1870	1
q365	1888	1
q366	100	1
q366	1888	1
q367	1906	1
q367	1907	1
q367	1909	1
q367	1910	1
q367	1911	1
q367	1912	1
q368	1685	1
q368	1888	1
q369	1865	1
q369	1870	1
q369	1905	1
q369	1906	1
q369	1911	1
q370	1865	1
q370	1868	1
q370	1870	1
q370	1881	1
q370	1888	1
q371	1320	1
q371	1338	1
q371	149	1
q372	1888	1
q373	1865	1
q373	1870	1
q375	1238	1
q376	1685	1
q377	1865	1
q378	1865	1
q379	1685	1
q380	1870	1
q380	1906	1
q380	1907	1
q380	1908	1
q380	1915	1
q381	1911	1
q381	1922	1
q382	1865	1
q382	1870	1
q383	1888	1
q384	1865	1
q384	1888	1
q385	1865	1
q386	1338	1
q386	1365	1
q386	1865	1
q387	1320	1
q387	1340	1
q387	1243	1
q387	1267	1
q387	1365	1
q388	1865	1
q388	1870	1
q388	1874	1
q388	1888	1
q389	1792	1
q389	1365	1
q390	330	1
q391	1866	1
q392	1238	1
q392	1243	1
q392	1266	1
q392	1267	1
q392	1338	1
q392	1754	1
q393	1320	1
q393	1338	1
q394	1365	1
q394	1367	1
q395	1917	1
q396	1365	1
q397	1320	1
q397	1337	1
q397	1338	1
q397	1365	1
q397	1888	1
q399	1457	1
q401	613	1
q402	1365	1
q403	1162	1
q404	433	1
q404	434	1
q404	436	1
q404	440	1
q406	1238	1
q406	1243	1
q407	1365	1
q408	1238	1
q408	1313	1
q408	1320	1
q408	1338	1
q409	309	1
q409	330	1
q409	345	1
q409	359	1
q409	383	1
q410	1365	1
q410	1320	1
q410	1458	1
q411	1365	1
q412	1365	1
q413	1236	1
q413	1243	1
q413	1244	1
q413	1246	1
q413	1320	1
q413	1338	1
q413	1813	1
q414	330	1
q414	345	1
q414	383	1
q415	1365	1
q415	1381	1
q416	309	1
q416	330	1
q416	345	1
q416	383	1
q416	393	1
q417	330	1
q418	1238	1
q418	1365	1
q418	1366	1
q419	1365	1
q420	1338	1
q420	1247	1
q421	1365	1
q421	1366	1
q421	1367	1
q422	309	1
q422	330	1
q422	345	1
q422	354	1
q422	359	1
q422	393	1
q423	1792	1
q423	1793	1
q423	1795	1
q423	1803	1
q423	1812	1
q425	830	1
q425	833	1
q425	1865	1
q425	1888	1
q426	1795	1
q427	1865	1
q428	1320	1
q428	1338	1
q428	1838	1
q430	1339	1
q430	1245	1
q432	1236	1
q432	1246	1
q432	1247	1
q432	1266	1
q432	1267	1
q432	1517	1
q432	1813	1
q433	1868	1
q433	1870	1
q434	19	1
q435	152	1
q436	1313	1
q436	1320	1
q438	1338	1
q438	1548	1
q438	1554	1
q438	1559	1
q438	1560	1
q438	1563	1
q438	1570	1
q438	1576	1
q438	1868	1
q439	613	1
q440	1865	1
q443	1865	1
q444	1243	1
q444	1244	1
q444	1245	1
q444	1253	1
q444	1254	1
q444	1255	1
q447	1328	1
q447	1242	1
q447	1243	1
q447	1246	1
q447	1335	1
q447	1338	1
q448	1888	1
q451	19	1
q452	1329	1
q453	1320	1
q453	1365	1
q456	1320	1
q456	1338	1
q459	1365	1
q459	1243	1
q459	192	1
q459	195	1
q460	1320	1
q460	1322	1
q460	1329	1
q460	1330	1
q460	1337	1
q460	1338	1
q460	1339	1
q461	1365	1
q463	1320	1
q463	1886	1
q465	613	1
q465	1238	1
q465	1243	1
q465	1338	1
q465	1838	1
q465	1917	1
q465	1925	1
q466	1365	1
q468	1917	1
q469	1865	1
q470	1868	1
q471	1365	1
q471	1243	1
q472	330	1
q472	345	1
q473	1865	1
q473	1906	1
q476	1865	1
q477	196	1
q477	1865	1
q478	1320	1
q480	1365	1
q481	1238	1
q481	1242	1
q481	1243	1
q481	1246	1
q481	1320	1
q481	1338	1
q481	1865	1
q483	1888	1
q484	1865	1
q485	1365	1
q485	1337	1
q485	1243	1
q486	1320	1
q486	531	1
q487	1320	1
q487	1321	1
q487	1338	1
q487	1340	1
q487	1267	1
q487	1365	1
q487	1457	1
q487	1865	1
q488	1365	1
q488	1366	1
q488	1367	1
q489	1865	1
q491	1320	1
q491	1365	1
q491	1366	1
q491	1866	1
q491	1923	1
q491	1925	1
q493	1320	1
q493	1338	1
q493	1340	1
q493	1238	1
q493	1243	1
q494	1238	1
q494	1338	1
q495	1365	1
q495	1366	1
q496	1320	1
q496	1365	1
q499	1238	1
q499	1239	1
q499	1320	1
q499	1338	1
q502	1365	1
q502	1471	1
q502	1491	1
q502	1508	1
q502	1796	1
q502	1868	1
q502	1869	1
q502	1917	1
q503	1917	1
q504	1365	1
q505	1365	1
q507	1365	1
q507	1370	1
q508	1338	1
q508	1365	1
q509	1238	1
q509	1266	1
q509	1267	1
q509	1338	1
q510	1320	1
q510	1337	1
q510	1338	1
q510	1365	1
q510	1917	1
q511	1338	1
q511	1548	1
q511	1576	1
q511	1851	1
q511	1858	1
q511	1917	1
q512	1365	1
q516	1320	1
q516	1338	1
q516	1340	1
q518	1365	1
q518	1917	1
q519	1865	1
q520	1313	1
q520	1320	1
q520	1754	1
q521	1365	1
q522	378	1
q522	379	1
q522	380	1
q522	381	1
q522	1917	1
q523	1365	1
q523	1838	1
q524	1320	1
q524	1338	1
q524	1340	1
q525	1320	1
q525	1234	1
q525	1267	1
q526	1865	1
q527	1917	1
q528	1858	1
q531	1313	1
q531	1338	1
q531	1243	1
q532	1338	1
q533	1356	1
q533	1865	1
q534	1365	1
q536	19	1
q537	1320	1
q537	1338	1
q537	1238	1
q539	1365	1
q540	1365	1
q541	1365	1
q541	1238	1
q541	1339	1
q541	180	1
q543	1244	1
q543	1245	1
q543	1365	1
q543	1460	1
q544	1238	1
q544	1338	1
q544	1868	1
q544	1870	1
q545	1365	1
q546	1365	1
q547	1365	1
q548	1320	1
q548	1338	1
q548	1340	1
q548	1365	1
q548	1917	1
q549	100	1
q549	832	1
q549	833	1
q550	1244	1
q550	1267	1
q550	1335	1
q550	1341	1
q550	1365	1
q550	1519	1
q551	433	1
q551	434	1
q551	436	1
q551	439	1
q552	330	1
q553	1320	1
q553	1365	1
q553	1457	1
q553	1471	1
q553	1491	1
q553	1496	1
q554	309	1
q554	330	1
q554	340	1
q554	345	1
q554	359	1
q554	383	1
q554	393	1
q557	1320	1
q557	1796	1
q557	1858	1
q557	1859	1
q558	1365	1
q559	1320	1
q559	1236	1
q559	1243	1
q559	1266	1
q559	1267	1
q561	1865	1
q562	1338	1
q562	1365	1
q563	1315	1
q563	1338	1
q563	1243	1
q563	571	1
q564	1238	1
q564	1243	1
q564	1338	1
q565	330	1
q566	1233	1
q566	1243	1
q566	1267	1
q566	1247	1
q567	1868	1
q567	1870	1
q568	330	1
q568	345	1
q568	383	1
q569	345	1
q569	330	1
q570	330	1
q570	345	1
q570	359	1
q571	1131	1
q571	1243	1
q571	1246	1
q571	1338	1
q571	1365	1
q571	1838	1
q573	309	1
q573	330	1
q573	345	1
q573	354	1
q573	359	1
q573	383	1
q573	393	1
q574	19	1
q577	1365	1
q577	1320	1
q578	309	1
q578	345	1
q578	393	1
q579	1320	1
q579	1321	1
q579	1338	1
q579	1238	1
q579	1239	1
q579	1243	1
q580	309	1
q580	330	1
q580	345	1
q580	354	1
q580	359	1
q580	383	1
q580	393	1
q581	330	1
q581	345	1
q581	359	1
q582	1865	1
q583	1313	1
q583	1320	1
q583	1338	1
q583	1238	1
q583	1239	1
q583	1243	1
q583	1247	1
q583	1365	1
q584	1338	1
q584	1865	1
q584	192	1
q584	206	1
q587	1238	1
q587	1243	1
q588	1365	1
q590	1917	1
q592	1863	1
q594	1	1
q594	100	1
q594	101	1
q595	345	1
q596	330	1
q596	345	1
q596	383	1
q599	1320	1
q599	1338	1
q600	1100	1
q600	1365	1
q601	852	1
q602	1320	1
q602	1338	1
q602	1365	1
q602	1868	1
q602	1917	1
q604	1340	1
q604	1320	1
q605	163	1
q605	164	1
q605	1866	1
q606	613	1
q606	1238	1
q606	1338	1
q607	1320	1
q607	1338	1
q607	1792	1
q607	1795	1
q607	1796	1
q608	1865	1
q608	1906	1
q610	1906	1
q611	1320	1
q611	1321	1
q611	1328	1
q611	1338	1
q611	1449	1
q612	1865	1
q613	1365	1
q614	1320	1
q614	1338	1
q614	1340	1
q614	1365	1
q615	1238	1
q615	1338	1
q615	1868	1
q615	1870	1
q617	1365	1
q619	345	1
q619	359	1
q619	383	1
q620	1365	1
q621	1906	1
q624	1946	1
q624	1963	1
q624	1365	1
q624	1366	1
q625	1238	1
q625	1925	1
q626	1868	1
q626	1870	1
q627	330	1
q627	1320	1
q627	1329	1
q627	1330	1
q630	1320	1
q630	1338	1
q630	1340	1
q631	1313	1
q631	1238	1
q631	1239	1
q631	1243	1
q632	1365	1
q633	1796	1
q635	330	1
q637	330	1
q638	1234	1
q638	1238	1
q638	1239	1
q638	1243	1
q638	1313	1
q638	1320	1
q638	1813	1
q640	1320	1
q640	1338	1
q641	330	1
q641	345	1
q642	330	1
q642	345	1
q642	383	1
q644	309	1
q644	330	1
q644	345	1
q644	354	1
q644	359	1
q646	330	1
q646	354	1
q646	359	1
q647	1131	1
q647	149	1
q647	1243	1
q648	1365	1
q649	309	1
q649	330	1
q649	345	1
q649	359	1
q649	383	1
q649	393	1
q650	330	1
q650	433	1
q650	434	1
q650	436	1
q650	439	1
q650	452	1
q651	1320	1
q651	1338	1
q651	1234	1
q651	195	1
q652	345	1
q653	330	1
q653	383	1
q654	1865	1
q655	433	1
q655	434	1
q655	439	1
q656	1338	1
q657	309	1
q657	330	1
q657	345	1
q657	359	1
q657	383	1
q657	393	1
q658	330	1
q658	345	1
q658	359	1
q658	383	1
q661	433	1
q661	434	1
q661	436	1
q664	330	1
q664	433	1
q664	434	1
q664	436	1
q664	439	1
q664	452	1
q664	453	1
q665	1865	1
q666	330	1
q666	359	1
q667	1320	1
q667	1338	1
q667	1313	1
q668	1238	1
q669	1888	1
q670	1313	1
q670	1238	1
q670	1243	1
q670	1320	1
q670	1321	1
q670	1330	1
q670	1335	1
q670	1337	1
q670	1338	1
q672	1365	1
q674	345	1
q674	359	1
q674	433	1
q674	434	1
q674	436	1
q674	462	1
q677	1320	1
q677	1342	1
q677	1338	1
q678	330	1
q678	345	1
q678	383	1
q679	330	1
q680	430	1
q681	330	1
q682	1365	1
q683	1313	1
q683	1338	1
q683	1365	1
q684	1365	1
q685	330	1
q689	330	1
q691	1338	1
q691	1365	1
q692	1868	1
q693	1868	1
q698	330	1
q698	345	1
q699	1365	1
q699	1946	1
q700	1320	1
q700	1338	1
q701	309	1
q701	330	1
q701	345	1
q701	359	1
q701	383	1
q701	393	1
q702	1320	1
q702	1338	1
q702	1340	1
q703	1865	1
q703	1906	1
q704	1320	1
q704	1338	1
q704	1365	1
q705	309	1
q705	345	1
q705	393	1
q706	330	1
q707	330	1
q708	330	1
q708	345	1
q709	1365	1
q710	1865	1
q710	1918	1
q710	1925	1
q711	330	1
q711	345	1
q712	330	1
q713	330	1
q713	345	1
q713	383	1
q714	1365	1
q715	1365	1
q717	1338	1
q719	1320	1
q719	1338	1
q719	1365	1
q719	1457	1
q719	1917	1
q721	330	1
q721	345	1
q721	393	1
q722	309	1
q722	330	1
q722	345	1
q722	359	1
q722	383	1
q722	393	1
q723	1365	1
q724	1906	1
q728	1865	1
q729	345	1
q729	383	1
q730	330	1
q730	354	1
q730	359	1
q731	1865	1
q732	330	1
q732	345	1
q733	330	1
q733	345	1
q733	383	1
q734	1365	1
q734	1366	1
q734	1367	1
q735	1131	1
q735	1238	1
q735	1243	1
q735	1365	1
q736	330	1
q736	345	1
q736	354	1
q736	359	1
q737	330	1
q737	359	1
q738	1865	1
q738	1906	1
q740	330	1
q740	345	1
q740	383	1
q741	1320	1
q741	1365	1
q741	1339	1
q741	1238	1
q742	330	1
q743	1236	1
q743	1237	1
q743	1238	1
q743	1243	1
q744	8	1
q744	37	1
q746	309	1
q746	330	1
q746	340	1
q746	345	1
q746	359	1
q746	383	1
q746	393	1
q747	1365	1
q747	1971	1
q750	393	1
q751	330	1
q752	330	1
q752	345	1
q752	383	1
q753	1365	1
q753	1917	1
q753	1238	1
q753	1243	1
q753	1338	1
q753	1340	1
q754	330	1
q754	345	1
q755	330	1
q756	330	1
q756	345	1
q756	359	1
q756	383	1
q757	330	1
q758	1835	1
q759	1365	1
q759	1366	1
q760	330	1
q760	345	1
q760	383	1
q762	1865	1
q763	1792	1
q763	1795	1
q763	1796	1
q763	1813	1
q763	1814	1
q763	1365	1
q764	433	1
q764	434	1
q764	436	1
q766	433	1
q766	434	1
q766	436	1
q766	443	1
q767	345	1
q768	1865	1
q771	433	1
q771	436	1
q772	613	1
q772	1365	1
q773	1238	1
q773	1239	1
q773	1244	1
q773	1246	1
q773	1250	1
q774	433	1
q774	434	1
q774	436	1
q774	440	1
q775	1906	1
q775	1865	1
q776	309	1
q776	330	1
q776	345	1
q776	359	1
q776	383	1
q776	393	1
q778	1365	1
q778	1311	1
q780	330	1
q780	345	1
q781	330	1
q782	1868	1
q782	1870	1
q783	330	1
q783	433	1
q783	434	1
q783	436	1
q783	440	1
q783	452	1
q784	330	1
q784	345	1
q785	330	1
q785	345	1
q786	852	1
q786	854	1
q786	855	1
q787	330	1
q788	1320	1
q789	330	1
q789	359	1
q790	330	1
q790	340	1
q791	1267	1
q791	1320	1
q791	1338	1
q794	1865	1
q794	1906	1
q795	330	1
q795	359	1
q796	345	1
q797	1320	1
q797	1337	1
q797	1365	1
q797	1457	1
q797	1475	1
q797	1870	1
q799	462	1
q800	330	1
q802	1238	1
q802	1243	1
q802	1338	1
q803	1339	1
q803	1365	1
q804	1320	1
q804	1321	1
q804	1322	1
q804	1323	1
q804	1328	1
q807	1320	1
q808	309	1
q808	330	1
q808	345	1
q808	393	1
q809	330	1
q810	330	1
q810	340	1
q810	345	1
q811	393	1
q812	345	1
q812	359	1
q813	330	1
q813	359	1
q813	383	1
q815	1865	1
q816	330	1
q817	1365	1
q819	330	1
q819	433	1
q819	434	1
q819	436	1
q819	440	1
q819	452	1
q820	345	1
q821	1868	1
q821	1870	1
q822	330	1
q822	433	1
q822	434	1
q822	440	1
q822	441	1
q822	449	1
q822	452	1
q823	1320	1
q823	1321	1
q823	1338	1
q824	330	1
q825	330	1
q827	1868	1
